year,journal,title_length,cites
2009,Astronomy and Astrophysics,109,277
2009,Langmuir,36,277
2009,Accounts of Chemical Research,54,277
2009,JAMA,119,277
2009,Nature Cell Biology,55,277
2009,Science,93,277
2009,Science,52,277
2009,Nature Genetics,80,277
2009,Circulation,86,277
2009,Cancer Cell,129,277
2009,Advanced Materials,84,277
2009,Cell,86,277
2009,Journal of Infectious Diseases,218,277
2009,Am J Respir Crit Care Med,92,277
2009,Nature Cell Biology,127,277
2009,IEEE Transactions on Wireless Communications,110,277
2009,Cell Stem Cell,125,277
2009,Nature Nanotechnology,83,276
2009,Blood,157,276
2009,Nature Genetics,62,276
2009,Science,69,276
2009,Annual Review of Astronomy and Astrophysics,39,276
2009,European Respiratory Journal,60,276
2009,Cell,76,276
2009,Archive for Rational Mechanics and Analysis,81,276
2009,Cell Metabolism,135,276
2009,Nature Genetics,71,276
2009,The Lancet Neurology,209,276
2009,Nucleic Acids Research,104,276
2009,Chemical Society Reviews,57,276
2009,J Clin Oncol,148,275
2009,Memorias do Instituto Oswaldo Cruz,112,275
2009,Geology,108,275
2009,Clinical Cancer Research,107,275
2009,Developmental Cell,97,275
2009,Electrochemistry Communications,119,275
2009,ChemSusChem,66,275
2009,MNRAS,67,275
2009,Nature Immunology,84,275
2009,Development,80,275
2009,Cell,112,275
2009,Nature Biotechnology,79,275
2009,Immunity,104,275
2009,European Journal of Operational Research,49,275
2009,Geophysics,64,274
2009,"Annual Review of Ecology, Evolution, and Systematics",54,274
2009,Annals of Oncology,143,274
2009,Communications of the ACM,28,274
2009,American Psychologist,44,274
2009,JAMA,54,274
2009,Journal of the American Society of Nephrology,99,274
2009,Science,61,274
2009,Optics Express,67,274
2009,Nature Physics,49,274
2009,Nucleic Acids Research,74,274
2009,Science,76,274
2009,Human Reproduction Update,74,273
2009,Journal of Infectious Diseases,73,273
2009,Proceedings of the Japan Academy Series B: Physical and Biological Sciences,162,273
2009,Nature Chemistry,123,273
2009,Accounts of Chemical Research,65,273
2009,Clinical Cancer Research,108,273
2009,Angew Chem Int Ed,96,273
2009,PNAS,100,272
2009,Nature Genetics,97,272
2009,Medical Image Analysis,68,272
2009,Nature,56,272
2009,PLoS ONE,71,271
2009,Applied Physics Letters,107,271
2009,Bioinformatics,95,271
2009,Reviews of Modern Physics,42,271
2009,Computer Physics Communications,72,271
2009,Genome Research,79,271
2009,J Clin Oncol,56,271
2009,Journal of Experimental Medicine,74,271
2009,Blood,61,270
2009,IEEE Transactions on Image Processing,102,270
2009,American Journal of Roentgenology,92,270
2009,Nature Methods,85,270
2009,Proceedings of the VLDB Endowment,57,270
2009,Journal of Lightwave Technology,41,270
2009,J Mater Chem,28,270
2009,New Eng J Med,75,270
2009,Nature Materials,68,270
2009,Science,98,270
2009,Nature Genetics,140,270
2009,Proceedings of the IEEE,45,270
2009,Nature Physics,91,270
2009,Accounts of Chemical Research,86,269
2009,Cancer,85,269
2009,Social Science and Medicine,95,269
2009,Archives of General Psychiatry,90,269
2009,J Am Chem Soc,89,269
2009,J Clin Oncol,161,269
2009,Progress in Natural Science,63,269
2009,Nature Genetics,76,269
2009,Nucleic Acids Research,83,269
2009,Nature,39,268
2009,New Eng J Med,75,268
2009,Nature Physics,50,268
2009,J Am Chem Soc,103,268
2009,Chem Comm,96,268
2009,Nature,66,268
2009,"Astrophys J, Supplement Series",55,268
2009,Nano Lett,100,268
2009,Phys Rev B,124,268
2009,Chemical Society Reviews,56,268
2009,J Am Coll Cardiol,178,268
2009,Brain,84,268
2009,Nano Lett,112,268
2009,Science,64,268
2009,IEEE Transactions on Signal Processing,81,268
2009,Blood,120,267
2009,New Eng J Med,61,267
2009,Morbidity and Mortality Weekly Report,133,267
2009,Bioinformatics,94,267
2009,Journal of Catalysis,107,267
2009,Circulation: Arrhythmia and Electrophysiology,138,267
2009,Ecography,69,267
2009,IEEE Transactions on Pattern Analysis and Machine Intelligence,37,267
2009,Nature Nanotechnology,68,267
2009,Journal of Applied Toxicology,156,267
2009,Nano Lett,91,266
2009,Angew Chem Int Ed,81,266
2009,New Eng J Med,57,266
2009,"Proteins: Structure, Function and Bioinformatics",67,266
2009,J Am Chem Soc,112,266
2009,Human Brain Mapping,121,266
2009,J Am Chem Soc,99,266
2009,Chem Comm,68,266
2009,European Journal of Organic Chemistry,78,266
2009,Advanced Materials,80,266
2009,Proceedings of the IEEE,36,266
2009,Chem Comm,64,266
2009,Journal of Climate,73,266
2009,J Clin Invest,101,266
2009,Nature Photonics,73,266
2009,Nature,90,266
2009,Nucleic Acids Research,55,266
2009,IEEE Communications Surveys and Tutorials,69,265
2009,ACS Nano,142,265
2009,PNAS,74,265
2009,The Lancet,109,265
2009,Developmental Cell,74,265
2009,Cell,83,265
2009,Annual Review of Plant Biology,71,265
2009,Journal of Applied Crystallography,69,265
2009,Nature,43,265
2009,Nature Biotechnology,81,265
2009,Nano Lett,69,265
2009,Chemical Society Reviews,34,265
2009,Cell,95,264
2009,Computer Physics Communications,78,264
2009,Cerebral Cortex,45,264
2009,Journal of Adolescent Health,95,264
2009,Chemical Engineering Research and Design,91,264
2009,Annals of Thoracic Surgery,113,264
2009,Circulation,221,264
2009,American Economic Review,98,264
2009,New Journal of Physics,66,264
2009,Nano Lett,61,264
2009,Nano Lett,51,264
2009,New Eng J Med,73,264
2009,European Urology,122,264
2009,Nature Structural and Molecular Biology,55,264
2009,Angew Chem Int Ed,91,263
2009,Proceedings of the IEEE,72,263
2009,JAMA,61,263
2009,Science,75,263
2009,Langmuir,78,263
2009,Journal of Optical Communications and Networking,48,263
2009,Journal of Nuclear Materials,63,263
2009,Nature,87,263
2009,Reviews of Modern Physics,79,263
2009,Neuropharmacology,44,263
2009,Journal of Experimental Medicine,88,262
2009,Science,88,262
2009,J Clin Oncol,291,262
2009,Foundations and Trends in Information Retrieval,42,262
2009,Circulation,159,262
2009,Cell Stem Cell,99,262
2009,BMJ (Online),64,262
2009,Science,93,262
2009,PNAS,57,262
2009,Neurology,91,262
2009,Nature Genetics,77,262
2009,Journal of Vision,72,262
2009,J Clin Oncol,158,262
2009,Advanced Materials,136,261
2009,Nucleic Acids Research,117,261
2009,Reports on Progress in Physics,44,261
2009,European Journal of Epidemiology,99,261
2009,Nature Genetics,88,261
2009,Genome Research,139,261
2009,Diabetologia,106,261
2009,Nature Cell Biology,103,261
2009,Circulation,157,261
2009,J Clin Oncol,149,261
2009,PLoS Medicine,91,261
2009,Science,90,261
2009,J Am Chem Soc,82,261
2009,Journal of Clinical Endocrinology and Metabolism,100,261
2009,Nature,53,261
2009,Nature,76,261
2009,Arthritis and Rheumatism,136,261
2009,Nature Genetics,91,261
2009,ACS Nano,120,261
2009,Science,74,261
2009,Genome Research,135,261
2009,Science,69,260
2009,Astrophys J,67,260
2009,Cell,59,260
2009,Nature Methods,57,260
2009,Advanced Materials,145,260
2009,Foundations of Computational Mathematics,93,260
2009,Science,77,260
2009,Cell,73,260
2009,Journal of Ecology,93,260
2009,Nature Photonics,52,260
2009,Water Research,172,260
2009,Nature Immunology,140,260
2009,Nature Medicine,61,259
2009,The Lancet,128,259
2009,PNAS,108,259
2009,Journal of Marketing,42,259
2009,Annals of Internal Medicine,75,259
2009,Nature Materials,99,259
2009,Systematic Biology,98,259
2009,Nature,59,259
2009,American Journal of Clinical Nutrition,101,259
2009,Atmospheric Environment,39,259
2009,Nuclear Data Sheets,106,258
2009,Journal of Economic Literature,49,258
2009,New Eng J Med,70,258
2009,Journal of Environmental Science and Health - Part C Environmental Carcinogenesis and Ecotoxicology Reviews,100,258
2009,Gut,120,258
2009,International Journal of Cancer,146,258
2009,PNAS,119,258
2009,Transplantation,162,258
2009,Reliability Engineering and System Safety,61,258
2009,Chemical Society Reviews,70,258
2009,Nature,64,257
2009,Stroke,74,257
2009,Heredity,72,257
2009,NeuroImage,42,257
2009,Cell,85,257
2009,Hepatology,69,257
2009,Annual Review of Plant Biology,45,257
2009,New Eng J Med,81,257
2009,Dalton Transactions,95,257
2009,Chem Comm,75,257
2009,Clinical Infectious Diseases,189,257
2009,PLoS Genetics,61,257
2009,International Journal of Computer Vision,133,257
2009,Proceedings of the VLDB Endowment,93,256
2009,Journal of the American Society of Echocardiography,389,256
2009,Science,69,256
2009,Nature Medicine,115,256
2009,Radiology,133,256
2009,Environmental Microbiology,89,256
2009,Nature Nanotechnology,56,256
2009,Annals of Internal Medicine,118,256
2009,Cell,106,256
2009,Chemical Reviews,45,256
2009,Stem Cells,78,256
2009,Nature Genetics,70,256
2009,Nature Genetics,73,256
2009,Molecular Cell,87,256
2009,Medical Image Analysis,92,255
2009,Nature,71,255
2009,J Phys Chem C,89,255
2009,Developmental Cell,94,255
2009,Inflammatory Bowel Diseases,64,255
2009,J Clin Invest,74,255
2009,Fish and Fisheries,76,255
2009,Nature Physics,71,255
2009,Nature protocols,97,255
2009,Hepatology,134,255
2009,New Eng J Med,74,255
2009,IEEE Communications Magazine,58,255
2009,J Am Chem Soc,80,255
2009,Journal of the National Cancer Institute,101,255
2009,PLoS Genetics,128,255
2009,Accounts of Chemical Research,49,255
2009,Chemistry - A European Journal,62,255
2009,Circulation Research,129,255
2009,New Eng J Med,56,254
2009,Astronomy and Astrophysics,71,254
2009,BMJ (Online),83,254
2009,Pediatrics,62,254
2009,Computer Physics Communications,35,254
2009,Medical Care,75,254
2009,Journal of High Energy Physics,32,254
2009,New Eng J Med,76,254
2009,J Clin Oncol,122,254
2009,Molecular Cancer Research,78,254
2009,Journal of Cell Science,54,254
2009,Chemical Reviews,33,254
2009,Science,99,254
2009,Chemical Society Reviews,106,254
2009,Nature Immunology,123,254
2009,Molecular and Cellular Proteomics,101,253
2009,Bioinformatics,84,253
2009,JAMA,89,253
2009,Journal of Investigative Dermatology,50,253
2009,Cancer Epidemiology Biomarkers and Prevention,57,253
2009,J Phys Chem C,89,253
2009,Bulletin of the American Meteorological Society,28,253
2009,Gastroenterology,39,253
2009,Nature Protocols,78,253
2009,The Lancet,156,253
2009,Geophysical Research Letters,45,253
2009,PNAS,130,253
2009,Chemical Physics,138,253
2009,Astrophys J,33,252
2009,"Annual Review of Ecology, Evolution, and Systematics",40,252
2009,Computer Physics Communications,67,252
2009,Angew Chem Int Ed,146,252
2009,J Am Chem Soc,69,252
2009,Nature Physics,16,252
2009,Accounts of Chemical Research,94,252
2009,The Lancet Oncology,94,252
2009,Arthritis and Rheumatism,234,252
2009,PNAS,79,252
2009,Dalton Transactions,108,252
2009,Nature,72,252
2009,Proceedings of the Royal Society B: Biological Sciences,75,251
2009,Publications of the Astronomical Society of the Pacific,78,251
2009,PNAS,72,251
2009,Nucleic Acids Research,53,251
2009,Nature Genetics,107,251
2009,Trends in Ecology and Evolution,63,251
2009,Professional Psychology: Research and Practice,61,251
2009,The Lancet,159,251
2009,Cell,105,251
2009,Journal of Experimental Medicine,70,251
2009,Angew Chem Int Ed,101,251
2009,Immunity,90,251
2009,Annual Review of Plant Biology,19,251
2009,J Am Chem Soc,85,251
2009,European Heart Journal,116,251
2009,Nature Materials,66,251
2009,J Clin Oncol,162,251
2009,Journal of Applied Psychology,106,251
2009,Nano Lett,49,250
2009,Int J Radiat Oncol,132,250
2009,IEEE Transactions on Automatic Control,102,250
2009,Journal of Neuroscience,68,250
2009,Journal of Experimental Medicine,117,250
2009,Nature Immunology,136,250
2009,The Lancet,74,250
2009,"Philosophical Transactions of the Royal Society A: Mathematical, Physical and Engineering Sciences",46,250
2009,Nature,54,250
2009,Annals of Oncology,162,250
2009,J Clin Oncol,105,250
2009,The Lancet,108,250
2009,Science,77,250
2009,Nucleic Acids Research,61,250
2009,Nano Lett,111,250
2009,Nature Genetics,111,250
2009,Cancer Cell,102,249
2009,Nature,62,249
2009,"Annual Review of Ecology, Evolution, and Systematics",45,249
2009,Science,39,249
2009,Nucleic Acids Research,31,249
2009,J Clin Oncol,128,249
2009,Nature,33,249
2009,Science,88,249
2009,Science,48,249
2009,Macromolecules,179,249
2009,J Am Chem Soc,121,249
2009,Diabetes Care,148,249
2009,Cell,72,249
2009,Cell Stem Cell,132,249
2009,Electrochemistry Communications,94,249
2009,Chemistry of Materials,59,249
2009,Astronomy and Astrophysics,47,249
2009,Geophysical Research Letters,90,249
2009,Journal of Infectious Diseases,156,249
2009,Educational Researcher,109,249
2009,Climate Dynamics,74,249
2009,J Mater Chem,125,249
2009,Gastroenterology,94,248
2009,MNRAS,93,248
2009,Nature Materials,62,248
2009,International Journal of Cancer,130,248
2009,Chemical Society Reviews,120,248
2009,New Eng J Med,57,248
2009,New Eng J Med,56,248
2009,Science,91,248
2009,Stem Cells,85,248
2009,Journal of Experimental Medicine,86,248
2009,Biomacromolecules,99,248
2009,Progress in Photovoltaics: Research and Applications,41,248
2009,Astronomy and Astrophysics,92,248
2009,Cell Metabolism,45,247
2009,J Am Chem Soc,179,247
2009,Immunity,71,247
2009,Nature,77,247
2009,PNAS,91,247
2009,Journal of Sedimentary Research,120,247
2009,CrystEngComm,60,247
2009,J Phys Chem C,90,247
2009,PNAS,56,247
2009,Journal of Biogeography,77,247
2009,Science,80,247
2009,Journal of Physics Condensed Matter,71,247
2009,Cell,95,247
2009,International Journal of Psychophysiology,66,247
2009,Genes and Development,50,247
2009,"Geochemistry, Geophysics, Geosystems",109,247
2009,Phys Rev Lett,134,247
2009,Nature Genetics,105,247
2009,Brain,100,247
2009,Angew Chem Int Ed,39,246
2009,Nature,48,246
2009,Nucleic Acids Research,108,246
2009,Nature,86,246
2009,American Journal of Medicine,63,246
2009,Genes and Development,112,246
2009,Nano Lett,91,246
2009,Chemistry of Materials,81,246
2009,Hepatology,135,246
2009,American Journal of Human Genetics,83,246
2009,Nano Lett,70,246
2009,New Eng J Med,74,246
2009,Nano Lett,95,246
2009,Advanced Materials,31,246
2009,Circulation,276,246
2009,The Lancet,111,246
2009,Nature,72,245
2009,Behavior Research Methods,175,245
2009,Nature Materials,90,245
2009,New Phytologist,88,245
2009,PNAS,69,245
2009,Nature Immunology,55,245
2009,British Journal of Cancer,148,245
2009,PLoS ONE,45,245
2009,Nature Genetics,108,245
2009,Nature Photonics,82,245
2009,BMC Genomics,79,245
2009,"National vital statistics reports : from the Centers for Disease Control and Prevention, National Center for Health Statistics, National Vital Statistics System",28,245
2009,Nano Lett,80,245
2009,J Clin Oncol,144,245
2009,Journal of Crystal Growth,120,245
2009,Nature Medicine,90,245
2009,Nucleic Acids Research,45,245
2009,American Journal of Cardiology,77,244
2009,Annals of Neurology,69,244
2009,Energy Policy,67,244
2009,"Astrophys J, Supplement Series",82,244
2009,Journal of Allergy and Clinical Immunology,70,244
2009,Trends in Cognitive Sciences,60,244
2009,New Eng J Med,72,244
2009,J Clin Oncol,174,244
2009,IEEE Security and Privacy,49,244
2009,PLoS ONE,133,244
2009,Biological Psychiatry,67,244
2009,Nature,82,244
2009,Cell,87,244
2009,Cell,85,244
2009,Drug Metabolism and Disposition,76,244
2009,Journal of Bone and Joint Surgery - Series B,137,244
2009,Nature Medicine,90,244
2009,Astrophys J,97,243
2009,"Journal of Nutrition, Health and Aging",160,243
2009,Nature,56,243
2009,J Clin Invest,118,243
2009,Astrophys J,210,243
2009,Annals of the Rheumatic Diseases,137,243
2009,Marine Ecology Progress Series,69,243
2009,Annals of the Rheumatic Diseases,180,243
2009,PNAS,97,243
2009,J Am Chem Soc,121,243
2009,Bioresource Technology,72,243
2009,Journal of Computational Chemistry,70,243
2009,Nature Genetics,73,243
2009,Nature Nanotechnology,79,243
2009,Archives of General Psychiatry,137,243
2009,Phys Rev Lett,49,243
2009,PNAS,95,242
2009,Molecular and Cellular Proteomics,83,242
2009,Brain,69,242
2009,New Eng J Med,60,242
2009,Bioresource Technology,121,242
2009,Annual Review of Astronomy and Astrophysics,38,242
2009,Angew Chem Int Ed,70,242
2009,Environmental Science and Technology,60,242
2009,Immunity,142,242
2009,IEEE Transactions on Wireless Communications,74,242
2009,Bioorganic and Medicinal Chemistry,35,242
2009,Nature,84,242
2009,Annals of Internal Medicine,148,242
2009,Cell,112,242
2009,Journal of the American Dietetic Association,71,242
2009,Annals of the New York Academy of Sciences,34,242
2009,JAMA,91,242
2009,Ecography,118,242
2009,Carbon,73,242
2009,Science,92,242
2009,Combustion and Flame,130,242
2009,Blood,117,241
2009,Nature,75,241
2009,Molecular Cell,149,241
2009,Nature Nanotechnology,65,241
2009,Nature Structural and Molecular Biology,50,241
2009,Nature Chemistry,84,241
2009,Water Science and Technology,118,241
2009,J Am Chem Soc,69,241
2009,Gut,120,241
2009,New Eng J Med,74,241
2009,European Heart Journal,146,241
2009,Holocene,105,241
2009,Dalton Transactions,85,241
2009,Journal of Bone and Mineral Research,182,241
2009,New Eng J Med,68,240
2009,FASEB Journal,140,240
2009,American Journal of Ophthalmology,88,240
2009,Nature,82,240
2009,PNAS,126,240
2009,J Am Coll Cardiol,76,240
2009,Journal of Hazardous Materials,109,240
2009,Angew Chem Int Ed,34,240
2009,ACM Transactions on Mathematical Software,60,240
2009,Patient Education and Counseling,96,240
2009,Chemical Reviews,44,240
2009,JAMA,145,239
2009,J Clin Oncol,141,239
2009,The Lancet Oncology,128,239
2009,Gastroenterology,55,239
2009,Circulation,107,239
2009,Cell,90,239
2009,J Mater Chem,130,239
2009,Nanotechnology,66,239
2009,Cell Host and Microbe,97,239
2009,Nature Materials,69,239
2009,Insurance: Mathematics and Economics,61,239
2009,Trends in Cognitive Sciences,16,239
2009,Cell,90,239
2009,Science,68,239
2009,Cancer,359,239
2009,J Am Chem Soc,129,239
2009,Water Research,164,239
2009,Gastroenterology,68,239
2009,Phys Rev B,91,239
2009,Computers and Education,129,239
2009,Cell,95,238
2009,Cell,104,238
2009,Nature Nanotechnology,82,238
2009,Mass Spectrometry Reviews,78,238
2009,Biology of Blood and Marrow Transplantation,124,238
2009,Kidney International,109,238
2009,Science,59,238
2009,BMC Neurology,134,238
2009,Analytical Chemistry,55,238
2009,Atmospheric Chemistry and Physics,106,238
2009,IEEE Transactions on Power Electronics,74,238
2009,Cell,76,238
2009,Phys Rev Lett,99,238
2009,Immunological Reviews,38,238
2009,BMC Genomics,38,238
2009,New Eng J Med,39,237
2009,Nature,83,237
2009,Journal of Allergy and Clinical Immunology,39,237
2009,The Lancet,200,237
2009,Geophysical Research Letters,95,237
2009,J Am Chem Soc,64,237
2009,Arthritis Care and Research,142,237
2009,Science,93,237
2009,Nature Biotechnology,56,237
2009,Journal of Antimicrobial Chemotherapy,46,237
2009,Nature,54,237
2009,Neuro-Oncology,100,237
2009,Science,93,237
2009,Nature Genetics,62,237
2009,Science,56,237
2009,Cardiovascular Research,147,237
2009,IEEE Transactions on Wireless Communications,46,237
2009,Science,86,237
2009,Nature,66,237
2009,Applied Physics Letters,96,237
2009,Nature,50,237
2009,Journal of Head Trauma Rehabilitation,87,237
2009,Nature Immunology,110,236
2009,Reviews of Modern Physics,52,236
2009,Journal of Antimicrobial Chemotherapy,39,236
2009,Angew Chem Int Ed,57,236
2009,Science,49,236
2009,J Clin Oncol,151,236
2009,Journal of Clinical Virology,124,236
2009,Annual Review of Plant Biology,37,236
2009,Nephrology Dialysis Transplantation,102,236
2009,Journal of Thoracic Oncology,166,236
2009,Telemedicine and e-Health,47,236
2009,Nature Methods,92,236
2009,Nature Biotechnology,102,236
2009,J Clin Oncol,140,236
2009,J Clin Oncol,170,236
2009,PNAS,69,236
2009,Nature,88,236
2009,Nature,40,236
2009,Nucleic Acids Research,56,236
2009,Cancer Research,127,236
2009,Journal of Vascular Surgery,102,235
2009,Diabetologia,128,235
2009,New Eng J Med,81,235
2009,Nature,84,235
2009,Journal of Experimental Medicine,83,235
2009,Microporous and Mesoporous Materials,64,235
2009,Antioxidants and Redox Signaling,100,235
2009,Cancer Epidemiology Biomarkers and Prevention,104,235
2009,New Journal of Physics,87,235
2009,Nature,87,235
2009,Advanced Materials,132,235
2009,Journal of Climate,98,235
2009,Genetics in Medicine,120,235
2009,Accounts of Chemical Research,87,234
2009,Phys Rev Lett,46,234
2009,Science,41,234
2009,IEEE Transactions on Information Theory,63,234
2009,Nature Biotechnology,91,234
2009,New Eng J Med,80,234
2009,Environmental Science and Technology,95,234
2009,JAMA,129,234
2009,Genome Biology,55,234
2009,Nature,88,234
2009,Remote Sensing of Environment,38,234
2009,J Am Chem Soc,62,234
2009,Neurobiology of Aging,46,234
2009,J Clin Oncol,139,234
2009,The Lancet,193,234
2009,PLoS Pathogens,40,234
2009,Circulation,84,234
2009,Astrophys J,54,234
2009,Nature,78,234
2009,Nature Genetics,88,234
2009,Journal of Experimental Medicine,59,233
2009,Astrophys J,99,233
2009,J Clin Oncol,171,233
2009,Bioresource Technology,56,233
2009,Retina,102,233
2009,Nature,72,233
2009,Movement Disorders,122,233
2009,Astrophys J,118,233
2009,Nature Immunology,144,233
2009,Advanced Functional Materials,84,233
2009,Nature Materials,97,233
2009,Am J Respir Crit Care Med,80,233
2009,Public Health Nutrition,96,233
2009,Nature Materials,63,233
2009,Ecology,53,233
2009,ACS Nano,136,233
2009,Cell Host and Microbe,90,233
2009,Nano Lett,106,233
2009,Circulation,186,233
2009,Journal of Sound and Vibration,72,233
2009,Pediatrics,48,232
2009,Bioinformatics,131,232
2009,Science,84,232
2009,Chest,115,232
2009,Bioinformatics,92,232
2009,PNAS,133,232
2009,Nature Genetics,120,232
2009,Toxicology Letters,95,232
2009,Journal of High Energy Physics,32,232
2009,Nature Medicine,95,232
2009,Genome Biology,68,232
2009,Chemical Society Reviews,50,232
2009,Neuropsychology,69,232
2009,Diabetes Care,170,232
2009,Nature Genetics,98,232
2009,Circulation,247,232
2009,Chemistry - A European Journal,113,232
2009,J Am Chem Soc,102,232
2009,Emerging Infectious Diseases,70,232
2009,Cell,70,231
2009,J Mater Chem,111,231
2009,J Clin Oncol,118,231
2009,Nature Medicine,101,231
2009,Nano Lett,69,231
2009,Organization Science,94,231
2009,PLoS Genetics,107,231
2009,Magnetic Resonance in Medicine,40,231
2009,J Phys Chem C,111,231
2009,Inorganic Chemistry,70,231
2009,Advanced Materials,81,231
2009,The Lancet Neurology,103,231
2009,PNAS,124,231
2009,Human Molecular Genetics,66,231
2009,American Journal of Epidemiology,98,231
2009,J Clin Oncol,139,231
2009,Journal of Virology,134,231
2009,Langmuir,110,230
2009,Physical Chemistry Chemical Physics,54,230
2009,International Journal of Heat and Mass Transfer,114,230
2009,Cell,70,230
2009,Science,85,230
2009,Genes and Development,69,230
2009,American Psychologist,57,230
2009,Genome Research,64,230
2009,New Eng J Med,72,230
2009,Chemistry of Materials,86,230
2009,Nature,86,230
2009,J Am Chem Soc,135,230
2009,Gastroenterology,64,230
2009,ACS Nano,91,230
2009,Annals of the Rheumatic Diseases,140,230
2009,Radioengineering,52,230
2009,European Heart Journal,353,230
2009,American Psychologist,41,230
2009,Future Generation Computer Systems,81,230
2009,Alzheimer's and Dementia,42,230
2009,Nature Medicine,64,230
2009,The Lancet,99,230
2009,Cancer Research,131,230
2009,Diabetes Care,75,230
2009,Publications of the Astronomical Society of the Pacific,56,230
2009,Nature Genetics,102,230
2009,Environmental Science and Technology,94,230
2009,Science,48,230
2009,Cognitive Behaviour Therapy,100,229
2009,IBM Journal of Research and Development,71,229
2009,Nature,95,229
2009,J Am Chem Soc,72,229
2009,Accounts of Chemical Research,63,229
2009,Nucleic Acids Research,76,229
2009,Accounts of Chemical Research,101,229
2009,J Am Chem Soc,76,229
2009,Circulation,115,229
2009,Nature Medicine,83,229
2009,Annual Review of Plant Biology,38,229
2009,Nature,64,229
2009,Proceedings of the IEEE,36,229
2009,European Urology,165,229
2009,Science,62,229
2009,European Journal of Vascular and Endovascular Surgery,81,229
2009,J Clin Invest,152,229
2009,PNAS,35,229
2009,Nature Genetics,73,229
2009,J Clin Oncol,182,229
2009,Nature,30,229
2009,PNAS,135,229
2009,Biological Psychiatry,93,228
2009,Nature Physics,58,228
2009,Advanced Materials,116,228
2009,Science,100,228
2009,Circulation Research,119,228
2009,J Clin Oncol,149,228
2009,Small,85,228
2009,Angew Chem Int Ed,92,228
2009,Nature,72,228
2009,Cell,80,228
2009,Orphanet Journal of Rare Diseases,29,228
2009,Nature Protocols,66,228
2009,Nature,78,228
2009,Advanced Functional Materials,66,228
2009,Nucleic Acids Research,61,228
2009,Nature Methods,47,228
2009,Nature Immunology,106,228
2009,New Eng J Med,85,227
2009,Journal of Experimental Medicine,120,227
2009,BMJ (Clinical research ed.),91,227
2009,Chemistry - A European Journal,57,227
2009,Accounts of Chemical Research,96,227
2009,Oncogene,129,227
2009,Nature,67,227
2009,Angew Chem Int Ed,134,227
2009,PNAS,92,227
2009,Chemical Reviews,35,227
2009,EMBO Molecular Medicine,68,227
2009,Nature Photonics,79,227
2009,European Journal of Pharmaceutical Sciences,163,227
2009,Cell,90,227
2009,Annals of the Rheumatic Diseases,110,227
2009,Advanced Materials,61,227
2009,Science,79,227
2009,Biomacromolecules,176,227
2009,New Eng J Med,67,227
2009,Nano Lett,55,227
2009,Archives of General Psychiatry,77,227
2009,Acta Oncologica,79,227
2009,Nature Biotechnology,69,226
2009,PNAS,49,226
2009,Genome informatics. International Conference on Genome Informatics,75,226
2009,"Small (Weinheim an der Bergstrasse, Germany)",65,226
2009,Biochemical Pharmacology,67,226
2009,Chemical Record,72,226
2009,Science,72,226
2009,Circulation,63,226
2009,Morbidity and Mortality Weekly Report,97,226
2009,Bioinformatics,106,226
2009,Journal of Cardiovascular Computed Tomography,98,226
2009,PNAS,110,226
2009,Nature Cell Biology,68,226
2009,Neuron,83,226
2009,"Phys Lett B",48,226
2009,PNAS,83,226
2009,Catalysis Today,80,225
2009,PNAS,83,225
2009,Cell,109,225
2009,Journal of Urology,149,225
2009,The Lancet Neurology,140,225
2009,Journal of Experimental Medicine,125,225
2009,IEEE Transactions on Industrial Electronics,81,225
2009,Chemistry of Materials,101,225
2009,Science,96,225
2009,Cell,113,225
2009,Nature Genetics,96,225
2009,Nature Chemical Biology,87,225
2009,Automatica,109,225
2009,PNAS,85,225
2009,Science,55,225
2009,International Journal of Thermal Sciences,78,225
2009,Journal of Neuroscience,103,225
2009,Science,55,225
2009,ACS Nano,63,225
2009,Nature Nanotechnology,88,225
2009,Journal of the National Cancer Institute,129,225
2009,Journal of Thoracic and Cardiovascular Surgery,189,225
2009,Astrophys J,164,224
2009,Nature Nanotechnology,93,224
2009,Cancer Research,73,224
2009,Journal of Pathology,88,224
2009,Biomaterials,29,224
2009,Environmental Microbiology,57,224
2009,Notices of the American Mathematical Society,23,224
2009,Nano Lett,112,224
2009,Annals of Surgery,178,224
2009,ACS Nano,113,224
2009,Bioinformatics,56,224
2009,New Eng J Med,40,224
2009,Circulation Research,143,224
2009,Nano Lett,63,224
2009,Phys Rev B,84,224
2009,"Physics Letters, Section A: General, Atomic and Solid State Physics",60,224
2009,PLoS Genetics,107,224
2009,Human Brain Mapping,103,224
2009,J Mater Chem,75,224
2009,Phys Rev B,49,224
2009,Publications of the Astronomical Society of the Pacific,62,224
2009,Bioprocess and Biosystems Engineering,76,224
2009,Pediatrics,119,224
2009,Science,91,223
2009,Archives of Neurology,117,223
2009,Immunity,102,223
2009,The Lancet,83,223
2009,Nature immunology,103,223
2009,IEEE Communications Magazine,60,223
2009,Nature Cell Biology,108,223
2009,Nature Geoscience,38,223
2009,Nature Materials,107,223
2009,Advanced Functional Materials,87,223
2009,Nature Nanotechnology,91,223
2009,Journal of Immunology,121,223
2009,Computer Science Review,67,223
2009,Business Horizons,57,223
2009,Small,52,223
2009,Chemical Engineering and Processing: Process Intensification,155,223
2009,Cell Host and Microbe,113,223
2009,Hepatology,108,223
2009,Journal of the Franklin Institute,84,223
2009,J Am Chem Soc,64,223
2009,Cell,114,223
2009,Nature,88,223
2009,Journal of the American Ceramic Society,43,223
